"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","PC","DPC","Domain","Vocabulary","Ancestors"
"","43270286","OMOP559495","0.5 ML Phenobarbital 40 MG/ML Injection","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'phenobarbital'"">1"
"","43281186","OMOP559497","0.5 ML Phenobarbital 40 MG/ML Injection Box of 5","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'phenobarbital'"">1"
"","43259380","OMOP559498","0.5 ML Phenobarbital 40 MG/ML Injection Box of 5 by Dbl","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'phenobarbital'"">1"
"","43281185","OMOP559496","0.5 ML Phenobarbital 40 MG/ML Injection by Dbl","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'phenobarbital'"">1"
"","41512038","OMOP2710000","100000 MG Antipyrine 0.2 MG/MG / Caffeine 0.05 MG/MG / Camphor 0.002 MG/MG / Dyphylline 0.1 MG/MG / Ephedrine 0.005 MG/MG / etofylline 0.1 MG/MG / Eucalyptol 0.004 MG/MG / Guaifenesin 0.0458 MG/MG / homatropine 0.0003 MG/MG / ... Oral Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'phenobarbital'"">1"
"","41515936","OMOP2713898","100000 MG Antipyrine 0.2 MG/MG / Caffeine 0.05 MG/MG / Camphor 0.002 MG/MG / Dyphylline 0.1 MG/MG / Ephedrine 0.005 MG/MG / etofylline 0.1 MG/MG / Eucalyptol 0.004 MG/MG / Guaifenesin 0.0458 MG/MG / homatropine 0.0003 MG/MG / ... Oral Solution Box of 1","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'phenobarbital'"">1"
"","41513232","OMOP2711194","100000 MG Antipyrine 0.2 MG/MG / Caffeine 0.05 MG/MG / Camphor 0.002 MG/MG / Dyphylline 0.1 MG/MG / Ephedrine 0.005 MG/MG / etofylline 0.1 MG/MG / Eucalyptol 0.004 MG/MG / Guaifenesin 0.0458 MG/MG / ... Oral Solution [Asthma Frenon]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'phenobarbital'"">1"
"","41512562","OMOP2710524","100000 MG Antipyrine 0.2 MG/MG / Caffeine 0.05 MG/MG / Camphor 0.002 MG/MG / Dyphylline 0.1 MG/MG / Ephedrine 0.005 MG/MG / etofylline 0.1 MG/MG / Eucalyptol 0.004 MG/MG / Guaifenesin 0.0458 MG/MG / ... Oral Solution [Asthma Frenon] Box of 1","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'phenobarbital'"">1"
"","41477920","OMOP2675882","10000 MG Antipyrine 0.2 MG/MG / Caffeine 0.05 MG/MG / Camphor 0.002 MG/MG / Dyphylline 0.1 MG/MG / Ephedrine 0.005 MG/MG / etofylline 0.1 MG/MG / Eucalyptol 0.004 MG/MG / Guaifenesin 0.0458 MG/MG / homatropine 0.0003 MG/MG / ... Oral Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'phenobarbital'"">1"
"","41477009","OMOP2674971","10000 MG Antipyrine 0.2 MG/MG / Caffeine 0.05 MG/MG / Camphor 0.002 MG/MG / Dyphylline 0.1 MG/MG / Ephedrine 0.005 MG/MG / etofylline 0.1 MG/MG / Eucalyptol 0.004 MG/MG / Guaifenesin 0.0458 MG/MG / homatropine 0.0003 MG/MG / ... Oral Solution Box of 1","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'phenobarbital'"">1"
