"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","PC","DPC","Domain","Vocabulary","Ancestors"
"","41408018","OMOP2605980","0.5 ML Clonidine 1.25 MG/ML Ophthalmic Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'clonidine'"">1"
"","41408607","OMOP2606569","0.5 ML Clonidine 1.25 MG/ML Ophthalmic Solution Box of 120","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'clonidine'"">1"
"","41407617","OMOP2605579","0.5 ML Clonidine 1.25 MG/ML Ophthalmic Solution Box of 30","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'clonidine'"">1"
"","41408017","OMOP2605979","0.5 ML Clonidine 1.25 MG/ML Ophthalmic Solution Box of 60","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'clonidine'"">1"
"","41409235","OMOP2607197","0.5 ML Clonidine 1.25 MG/ML Ophthalmic Solution [Clonid Ophtal]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'clonidine'"">1"
"","41409782","OMOP2607744","0.5 ML Clonidine 1.25 MG/ML Ophthalmic Solution [Clonid Ophtal] Box of 120","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'clonidine'"">1"
"","41408661","OMOP2606623","0.5 ML Clonidine 1.25 MG/ML Ophthalmic Solution [Clonid Ophtal] Box of 30","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'clonidine'"">1"
"","41408848","OMOP2606810","0.5 ML Clonidine 1.25 MG/ML Ophthalmic Solution [Clonid Ophtal] Box of 60","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'clonidine'"">1"
"","43738036","OMOP717471","0.5 ML Clonidine 1.25 MG/ML Prefilled Applicator","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'clonidine'"">1"
"","43773997","OMOP717472","0.5 ML Clonidine 1.25 MG/ML Prefilled Applicator Box of 10","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'clonidine'"">1"
