"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","PC","DPC","Domain","Vocabulary","Ancestors"
"","43828016","OMOP717457","0.5 ML Flupenthixol 100 MG/ML Injectable Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","43702178","OMOP717459","0.5 ML Flupenthixol 100 MG/ML Injectable Solution Box of 10","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","40719289","OMOP4737940","0.5 ML Flupenthixol 100 MG/ML Injectable Solution Box of 10 by A A H","Marketed Product","Standard","06/03/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","43684172","OMOP717458","0.5 ML Flupenthixol 100 MG/ML Injectable Solution Box of 5","Quant Clinical Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","40719290","OMOP4737939","0.5 ML Flupenthixol 100 MG/ML Injectable Solution by A A H","Marketed Product","Standard","06/03/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","35785655","OMOP2787116","0.5 ML Flupenthixol 100 MG/ML Injectable Solution [Depixol]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","35785443","OMOP2786904","0.5 ML Flupenthixol 100 MG/ML Injectable Solution [Depixol] Box of 10","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","35785574","OMOP2787035","0.5 ML Flupenthixol 100 MG/ML Injectable Solution [Depixol] Box of 10 by Lundbeck","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","35785575","OMOP2787036","0.5 ML Flupenthixol 100 MG/ML Injectable Solution [Depixol] by Lundbeck","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","43773996","OMOP717460","0.5 ML Flupenthixol 100 MG/ML Injectable Solution [Flupendura]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","43648175","OMOP717464","0.5 ML Flupenthixol 100 MG/ML Injectable Solution [Flupendura] Box of 10","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","43594025","OMOP717467","0.5 ML Flupenthixol 100 MG/ML Injectable Solution [Flupendura] Box of 10 by Mylan","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","43791787","OMOP717462","0.5 ML Flupenthixol 100 MG/ML Injectable Solution [Flupendura] Box of 5","Quant Branded Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","43630109","OMOP717463","0.5 ML Flupenthixol 100 MG/ML Injectable Solution [Flupendura] Box of 5 by Mylan","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","43719887","OMOP717461","0.5 ML Flupenthixol 100 MG/ML Injectable Solution [Flupendura] by Mylan","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
"","35785559","OMOP2787020","0.5 ML Flupenthixol 100 MG/ML Injectable Solution [Psytixol]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'flupenthixol'"">1"
