"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","PC","DPC","Domain","Vocabulary","Ancestors"
"","19059441","24441","etifoxine","Ingredient","Standard","12/31/1969","12/30/2099","0","0","0","0","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","19109868","439547","etifoxine 50 MG","Clinical Drug Comp","Standard","12/31/1969","12/30/2099","0","0","0","0","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
"","43163130","OMOP502290","etifoxine 50 MG Oral Capsule","Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
"","43163131","OMOP502292","etifoxine 50 MG Oral Capsule Box of 60","Clinical Drug Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
"","43195987","OMOP502293","etifoxine 50 MG Oral Capsule [STRESAM]","Branded Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
"","43184994","OMOP502294","etifoxine 50 MG Oral Capsule [STRESAM] Box of 60","Branded Drug Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
"","43217924","OMOP502295","etifoxine 50 MG Oral Capsule [STRESAM] Box of 60 by Biocodex","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
"","19103414","410435","etifoxine 50 MG Oral Tablet","Clinical Drug","Standard","12/31/1969","12/30/2099","0","0","0","0","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
"","43195986","OMOP502289","etifoxine 50 MG [STRESAM]","Branded Drug Comp","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
"","43206893","OMOP502287","etifoxine Oral Capsule","Clinical Drug Form","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
"","43184993","OMOP502288","etifoxine Oral Capsule [STRESAM]","Branded Drug Form","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
"","36219851","1163174","etifoxine Oral Product","Clinical Dose Group","Classification","07/31/2016","12/30/2099","0","0","0","0","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
"","40059553","439548","etifoxine Oral Tablet","Clinical Drug Form","Standard","12/31/1969","12/30/2099","0","0","0","0","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
"","36219852","1163175","etifoxine Pill","Clinical Dose Group","Classification","07/31/2016","12/30/2099","0","0","0","0","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'etifoxine'"">1"
