"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","PC","DPC","Domain","Vocabulary","Ancestors"
"","36247338","1547108","Belsomra Oral Product","Branded Dose Group","Classification","07/31/2016","12/30/2099","0","28,291","0","8,431","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'suvorexant'"">1"
"","36247339","1547109","Belsomra Pill","Branded Dose Group","Classification","07/31/2016","12/30/2099","0","28,291","0","8,431","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'suvorexant'"">1"
"","1758995","2591497","daridorexant","Ingredient","Standard","03/06/2022","12/30/2099","310","974","268","556","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","1758996","2591498","daridorexant 25 MG","Clinical Drug Comp","Standard","03/06/2022","12/30/2099","0","233","0","129","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","1759000","2591502","daridorexant 25 MG Oral Tablet","Clinical Drug","Standard","03/06/2022","12/30/2099","0","233","0","129","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","1759006","2591508","daridorexant 25 MG Oral Tablet [Quviviq]","Branded Drug","Standard","03/06/2022","12/30/2099","233","233","129","129","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","1759002","2591504","daridorexant 25 MG [Quviviq]","Branded Drug Comp","Standard","03/06/2022","12/30/2099","0","233","0","129","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","779438","2599095","daridorexant 50 MG","Clinical Drug Comp","Standard","07/31/2022","12/30/2099","0","431","0","159","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","779439","2599096","daridorexant 50 MG Oral Tablet","Clinical Drug","Standard","07/31/2022","12/30/2099","0","431","0","159","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","779441","2599098","daridorexant 50 MG Oral Tablet [Quviviq]","Branded Drug","Standard","07/31/2022","12/30/2099","431","431","159","159","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","779440","2599097","daridorexant 50 MG [Quviviq]","Branded Drug Comp","Standard","07/31/2022","12/30/2099","0","431","0","159","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","1758997","2591499","daridorexant Oral Product","Clinical Dose Group","Classification","03/06/2022","12/30/2099","0","664","0","288","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","1758999","2591501","daridorexant Oral Tablet","Clinical Drug Form","Standard","03/06/2022","12/30/2099","0","664","0","288","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","1759005","2591507","daridorexant Oral Tablet [Quviviq]","Branded Drug Form","Standard","03/06/2022","12/30/2099","0","664","0","288","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","1758998","2591500","daridorexant Pill","Clinical Dose Group","Classification","03/06/2022","12/30/2099","0","664","0","288","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","37498500","2272412","Dayvigo Oral Product","Branded Dose Group","Classification","05/03/2020","12/30/2099","0","2,132","0","703","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37498501","2272413","Dayvigo Pill","Branded Dose Group","Classification","05/03/2020","12/30/2099","0","2,132","0","703","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37498491","2272403","lemborexant","Ingredient","Standard","05/03/2020","12/30/2099","840","2,972","627","1,330","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","37499460","2288424","lemborexant 10 MG","Clinical Drug Comp","Standard","05/03/2020","12/30/2099","0","1,008","0","273","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37499462","2288426","lemborexant 10 MG [Dayvigo]","Branded Drug Comp","Standard","05/03/2020","12/30/2099","0","1,008","0","273","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37499461","2288425","lemborexant 10 MG Oral Tablet","Clinical Drug","Standard","05/03/2020","12/30/2099","0","1,008","0","273","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37499463","2288427","lemborexant 10 MG Oral Tablet [Dayvigo]","Branded Drug","Standard","05/03/2020","12/30/2099","1,008","1,008","273","273","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37498492","2272404","lemborexant 5 MG","Clinical Drug Comp","Standard","05/03/2020","12/30/2099","0","1,124","0","430","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37498498","2272410","lemborexant 5 MG [Dayvigo]","Branded Drug Comp","Standard","05/03/2020","12/30/2099","0","1,124","0","430","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37498496","2272408","lemborexant 5 MG Oral Tablet","Clinical Drug","Standard","05/03/2020","12/30/2099","0","1,124","0","430","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37498502","2272414","lemborexant 5 MG Oral Tablet [Dayvigo]","Branded Drug","Standard","05/03/2020","12/30/2099","1,124","1,124","430","430","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37498493","2272405","lemborexant Oral Product","Clinical Dose Group","Classification","05/03/2020","12/30/2099","0","2,132","0","703","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37498495","2272407","lemborexant Oral Tablet","Clinical Drug Form","Standard","05/03/2020","12/30/2099","0","2,132","0","703","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37498499","2272411","lemborexant Oral Tablet [Dayvigo]","Branded Drug Form","Standard","05/03/2020","12/30/2099","0","2,132","0","703","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","37498494","2272406","lemborexant Pill","Clinical Dose Group","Classification","05/03/2020","12/30/2099","0","2,132","0","703","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'lemborexant'"">1"
"","1759003","2591505","Quviviq Oral Product","Branded Dose Group","Classification","03/06/2022","12/30/2099","0","664","0","288","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
"","1759004","2591506","Quviviq Pill","Branded Dose Group","Classification","03/06/2022","12/30/2099","0","664","0","288","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'daridorexant'"">1"
