"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","PC","DPC","Domain","Vocabulary","Ancestors"
"","21048292","OMOP302134","1 ML Buspirone 1 MG/ML Oral Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","21116972","OMOP302136","1 ML Buspirone 1 MG/ML Oral Suspension","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","1466264","2714176","Bucapsol Oral Product","Branded Dose Group","Classification","06/01/2025","12/30/2099","0","0","0","0","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","1466265","2714177","Bucapsol Pill","Branded Dose Group","Classification","06/01/2025","12/30/2099","0","0","0","0","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","36233191","1168700","Buspar Oral Product","Branded Dose Group","Classification","07/31/2016","12/30/2099","0","147","0","60","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","36233192","1168701","Buspar Pill","Branded Dose Group","Classification","07/31/2016","12/30/2099","0","147","0","60","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","733301","1827","buspirone","Ingredient","Standard","12/31/1969","12/30/2099","370,187","1,725,742","166,936","374,121","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: ''"">0"
"","2901918","OMOP5124658","buspirone 10 MG [Anksilon]","Branded Drug Comp","Standard","06/29/2021","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","43820693","OMOP667950","Buspirone 10 MG [Anxut]","Branded Drug Comp","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","42943422","OMOP4670050","Buspirone 10 MG [BABRONE]","Branded Drug Comp","Standard","08/20/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","41266673","OMOP2464635","Buspirone 10 MG [Bespar]","Branded Drug Comp","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","42943421","OMOP4670049","Buspirone 10 MG [BORYUNG BUSPAR]","Branded Drug Comp","Standard","08/20/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","42943418","OMOP4670046","Buspirone 10 MG [BUSONE]","Branded Drug Comp","Standard","08/20/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","43640830","OMOP667951","Buspirone 10 MG [Busp]","Branded Drug Comp","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","2057207","OMOP4958066","buspirone 10 MG [BUSPINE]","Branded Drug Comp","Standard","07/30/2020","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","43133502","OMOP482689","Buspirone 10 MG [BUSPIRONE MYLAN]","Branded Drug Comp","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","43155594","OMOP482695","Buspirone 10 MG [BUSPIRONE SANDOZ]","Branded Drug Comp","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","42943423","OMOP4670051","Buspirone 10 MG [BUSRON]","Branded Drug Comp","Standard","08/20/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","44042137","OMOP1036768","Buspirone 10 MG [Bustab]","Branded Drug Comp","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","42943419","OMOP4670047","Buspirone 10 MG [MYUNGIN BUSPIRONE HCL]","Branded Drug Comp","Standard","08/20/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","2923795","OMOP5140598","buspirone 10 MG Oral Tablet [Anksilon]","Branded Drug","Standard","06/29/2021","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","2923794","OMOP5140597","buspirone 10 MG Oral Tablet [Anksilon] Box of 100","Branded Drug Box","Standard","06/29/2021","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","43604756","OMOP667952","Buspirone 10 MG Oral Tablet [Anxut]","Branded Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","41192743","OMOP2390705","Buspirone 10 MG Oral Tablet [Anxut] Box of 100","Branded Drug Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","41012398","OMOP2210360","Buspirone 10 MG Oral Tablet [Anxut] Box of 100 by Eisai","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","41005053","OMOP2203015","Buspirone 10 MG Oral Tablet [Anxut] Box of 20","Branded Drug Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","41137719","OMOP2335681","Buspirone 10 MG Oral Tablet [Anxut] Box of 20 by Eisai","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","41285784","OMOP2483746","Buspirone 10 MG Oral Tablet [Anxut] Box of 50","Branded Drug Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","41262090","OMOP2460052","Buspirone 10 MG Oral Tablet [Anxut] Box of 50 by Eisai","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","43730669","OMOP667953","Buspirone 10 MG Oral Tablet [Anxut] by Eisai","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","42943415","OMOP4670043","Buspirone 10 MG Oral Tablet [BABRONE]","Branded Drug","Standard","08/20/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","41254767","OMOP2452729","Buspirone 10 MG Oral Tablet [Bespar]","Branded Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","41005052","OMOP2203014","Buspirone 10 MG Oral Tablet [Bespar] Box of 100","Branded Drug Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","41324623","OMOP2522585","Buspirone 10 MG Oral Tablet [Bespar] Box of 100 by Hormosan","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
"","41285783","OMOP2483745","Buspirone 10 MG Oral Tablet [Bespar] Box of 20","Branded Drug Box","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'buspirone'"">1"
