"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","PC","DPC","Domain","Vocabulary","Ancestors"
"","40221856","993503","12 HR bupropion hydrochloride 100 MG Extended Release Oral Tablet","Quant Clinical Drug","Standard","07/03/2010","12/30/2099","200,913","223,583","32,518","37,776","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221857","993505","12 HR bupropion hydrochloride 100 MG Extended Release Oral Tablet [Budeprion]","Quant Branded Drug","Standard","07/03/2010","12/30/2099","2,790","2,790","881","881","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221858","993511","12 HR bupropion hydrochloride 100 MG Extended Release Oral Tablet [Wellbutrin]","Quant Branded Drug","Standard","07/03/2010","12/30/2099","19,880","19,880","4,377","4,377","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221859","993518","12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet","Quant Clinical Drug","Standard","07/03/2010","12/30/2099","652,222","812,190","89,956","126,876","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221860","993520","12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Budeprion]","Quant Branded Drug","Standard","07/03/2010","12/30/2099","88,544","88,544","19,734","19,734","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221862","993528","12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Wellbutrin]","Quant Branded Drug","Standard","07/03/2010","12/30/2099","71,424","71,424","17,186","17,186","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221864","993536","12 HR bupropion hydrochloride 200 MG Extended Release Oral Tablet","Quant Clinical Drug","Standard","07/03/2010","12/30/2099","112,057","121,952","11,505","13,164","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221866","993537","12 HR bupropion hydrochloride 200 MG Extended Release Oral Tablet [Wellbutrin]","Quant Branded Drug","Standard","07/03/2010","12/30/2099","9,895","9,895","1,659","1,659","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","45774486","1551468","12 HR bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG Extended Release Oral Tablet","Quant Clinical Drug","Standard","11/30/2014","12/30/2099","0","4,867","0","1,441","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","45774490","1551474","12 HR bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG Extended Release Oral Tablet [Contrave]","Quant Branded Drug","Standard","11/30/2014","12/30/2099","4,867","4,867","1,441","1,441","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221877","993550","24 HR bupropion hydrobromide 174 MG Extended Release Oral Tablet","Quant Clinical Drug","Standard","07/03/2010","12/30/2099","0","670","0","146","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221878","993552","24 HR bupropion hydrobromide 174 MG Extended Release Oral Tablet [Aplenzin]","Quant Branded Drug","Standard","07/03/2010","12/30/2099","670","670","146","146","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221879","993567","24 HR bupropion hydrobromide 348 MG Extended Release Oral Tablet","Quant Clinical Drug","Standard","07/03/2010","12/30/2099","0","1,534","0","230","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221880","993569","24 HR bupropion hydrobromide 348 MG Extended Release Oral Tablet [Aplenzin]","Quant Branded Drug","Standard","07/03/2010","12/30/2099","1,534","1,534","230","230","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221881","993681","24 HR bupropion hydrobromide 522 MG Extended Release Oral Tablet","Quant Clinical Drug","Standard","07/03/2010","12/30/2099","0","1,825","0","218","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221882","993683","24 HR bupropion hydrobromide 522 MG Extended Release Oral Tablet [Aplenzin]","Quant Branded Drug","Standard","07/03/2010","12/30/2099","1,825","1,825","218","218","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221871","993541","24 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet","Quant Clinical Drug","Standard","07/03/2010","12/30/2099","839,794","865,565","120,896","126,427","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221872","993542","24 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Budeprion]","Quant Branded Drug","Standard","07/03/2010","12/30/2099","13,457","13,457","3,780","3,780","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221873","993545","24 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet [Wellbutrin]","Quant Branded Drug","Standard","07/03/2010","12/30/2099","12,314","12,314","1,751","1,751","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221874","993557","24 HR bupropion hydrochloride 300 MG Extended Release Oral Tablet","Quant Clinical Drug","Standard","07/03/2010","12/30/2099","800,453","817,391","79,293","81,251","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221875","993559","24 HR bupropion hydrochloride 300 MG Extended Release Oral Tablet [Budeprion]","Quant Branded Drug","Standard","07/03/2010","12/30/2099","657","657","199","199","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
"","40221876","993564","24 HR bupropion hydrochloride 300 MG Extended Release Oral Tablet [Wellbutrin]","Quant Branded Drug","Standard","07/03/2010","12/30/2099","16,281","16,281","1,759","1,759","Drug","RxNorm","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'bupropion'"">1"
