"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","PC","DPC","Domain","Vocabulary","Ancestors"
"","21049640","OMOP325077","120 ML Trazodone 10 MG/ML Oral Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","21088845","OMOP325082","120 ML Trazodone 10 MG/ML Oral Solution by A A H","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","36809043","OMOP4823082","120 ML Trazodone 10 MG/ML Oral Solution by Accord","Marketed Product","Standard","01/27/2019","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","36053692","OMOP4978882","120 ML trazodone 10 MG/ML Oral Solution by Alissa","Marketed Product","Standard","08/16/2020","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","21137929","OMOP325079","120 ML Trazodone 10 MG/ML Oral Solution by Alliance","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","40712293","OMOP4745395","120 ML Trazodone 10 MG/ML Oral Solution by AMCo","Marketed Product","Standard","06/03/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","40712294","OMOP4745394","120 ML Trazodone 10 MG/ML Oral Solution by Creo","Marketed Product","Standard","06/03/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","36955556","OMOP5212395","120 ML trazodone 10 MG/ML Oral Solution by Dawa","Marketed Product","Standard","05/21/2023","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","36053694","OMOP4978884","120 ML trazodone 10 MG/ML Oral Solution by DE","Marketed Product","Standard","08/16/2020","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","21069398","OMOP325078","120 ML Trazodone 10 MG/ML Oral Solution by Focus","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","21069399","OMOP325081","120 ML Trazodone 10 MG/ML Oral Solution by Kinedexe","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","36942942","OMOP5212396","120 ML trazodone 10 MG/ML Oral Solution by Medihealth","Marketed Product","Standard","05/21/2023","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","36053691","OMOP4978881","120 ML trazodone 10 MG/ML Oral Solution by NorthStar Healthcare Unlimited Company","Marketed Product","Standard","08/16/2020","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","36053693","OMOP4978883","120 ML trazodone 10 MG/ML Oral Solution by Thame","Marketed Product","Standard","08/16/2020","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","21079143","OMOP325080","120 ML Trazodone 10 MG/ML Oral Solution by Waymade","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","21079144","OMOP325083","120 ML Trazodone 10 MG/ML Oral Solution by Zentiva","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","36962298","OMOP5212397","120 ML trazodone 10 MG/ML Oral Solution [Molipaxin]","Quant Branded Drug","Standard","05/21/2023","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","21108572","OMOP325084","120 ML Trazodone 10 MG/ML Oral Solution [Molipaxin]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","36932797","OMOP5212398","120 ML trazodone 10 MG/ML Oral Solution [Molipaxin] by Sanofi","Marketed Product","Standard","05/21/2023","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","21147810","OMOP325085","120 ML Trazodone 10 MG/ML Oral Solution [Molipaxin] by Sanofi","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","40712298","OMOP4745390","120 ML Trazodone 20 MG/ML Oral Solution","Quant Clinical Drug","Standard","06/03/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","40712296","OMOP4745392","120 ML Trazodone 20 MG/ML Oral Solution by A A H","Marketed Product","Standard","06/03/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","40712297","OMOP4745391","120 ML Trazodone 20 MG/ML Oral Solution by Alliance","Marketed Product","Standard","06/03/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","40712295","OMOP4745393","120 ML Trazodone 20 MG/ML Oral Solution by Creo","Marketed Product","Standard","06/03/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","36053689","OMOP4978879","120 ML trazodone 20 MG/ML Oral Solution by DE","Marketed Product","Standard","08/16/2020","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
"","36053690","OMOP4978880","120 ML trazodone 20 MG/ML Oral Solution by Zentiva","Marketed Product","Standard","08/16/2020","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'trazodone'"">1"
