"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","PC","DPC","Domain","Vocabulary","Ancestors"
"","35787331","OMOP2788792","100 ML venlafaxine 15 MG/ML Oral Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","35786741","OMOP2788202","100 ML venlafaxine 15 MG/ML Oral Solution by Drug Tariff Special Order","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","21098613","OMOP321614","100 ML venlafaxine 15 MG/ML Oral Suspension","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","35787098","OMOP2788559","100 ML venlafaxine 15 MG/ML Oral Suspension by Drug Tariff Special Order","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","35787330","OMOP2788791","100 ML venlafaxine 7.5 MG/ML Oral Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","35787284","OMOP2788745","100 ML venlafaxine 7.5 MG/ML Oral Solution by Drug Tariff Special Order","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","21127936","OMOP321616","100 ML venlafaxine 7.5 MG/ML Oral Suspension","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","35786354","OMOP2787815","100 ML venlafaxine 7.5 MG/ML Oral Suspension by Drug Tariff Special Order","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","21108593","OMOP325558","150 ML venlafaxine 15 MG/ML Oral Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","36964341","OMOP5212568","150 ML venlafaxine 15 MG/ML Oral Solution by Alliance","Marketed Product","Standard","05/21/2023","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","35787914","OMOP2789375","150 ML venlafaxine 15 MG/ML Oral Solution by Drug Tariff Special Order","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","36938233","OMOP5212569","150 ML venlafaxine 15 MG/ML Oral Solution by Rosemont","Marketed Product","Standard","05/21/2023","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","21039868","OMOP325560","150 ML venlafaxine 7.53 MG/ML Oral Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","35787895","OMOP2789356","150 ML venlafaxine 7.53 MG/ML Oral Solution by Drug Tariff Special Order","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","40711257","OMOP4745936","150 ML venlafaxine 7.5 MG/ML Oral Solution","Quant Clinical Drug","Standard","06/03/2018","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","36949117","OMOP5212566","150 ML venlafaxine 7.5 MG/ML Oral Solution by Alliance","Marketed Product","Standard","05/21/2023","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","36967854","OMOP5212567","150 ML venlafaxine 7.5 MG/ML Oral Solution by Rosemont","Marketed Product","Standard","05/21/2023","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","36809196","OMOP4823234","1 ML duloxetine 12 MG/ML Oral Suspension","Quant Clinical Drug","Standard","01/27/2019","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'duloxetine'"">1"
"","36809210","OMOP4823248","1 ML duloxetine 6 MG/ML Oral Suspension","Quant Clinical Drug","Standard","01/27/2019","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'duloxetine'"">1"
"","21037897","OMOP291242","1 ML venlafaxine 15 MG/ML Oral Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
"","35777848","OMOP2779309","1 ML venlafaxine 15 MG/ML Oral Solution by Drug Tariff Special Order","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'venlafaxine'"">1"
