"","Id","Code","Name","Class","Standard Concept Caption","Valid Start Date","Valid End Date","RC","DRC","PC","DPC","Domain","Vocabulary","Ancestors"
"","43847184","OMOP836415","100000 MG Valproate 0.3 MG/MG Oral Solution","Quant Clinical Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'valproate'"">1"
"","43667383","OMOP836416","100000 MG Valproate 0.3 MG/MG Oral Solution [Valproat Aristo]","Quant Branded Drug","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'valproate'"">1"
"","43613079","OMOP836417","100000 MG Valproate 0.3 MG/MG Oral Solution [Valproat Aristo] by Aristo","Marketed Product","Standard","08/23/2017","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'valproate'"">1"
"","35135963","OMOP4793148","1000 MG Carbamazepine 0.5 MG/MG Oral Granules","Quant Clinical Drug","Standard","03/10/2019","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'carbamazepine'"">1"
"","35143836","OMOP4800935","1000 MG Carbamazepine 0.5 MG/MG Oral Granules by Fujinaga Seiyaku","Marketed Product","Standard","03/10/2019","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'carbamazepine'"">1"
"","35156062","OMOP4813075","1000 MG Carbamazepine 0.5 MG/MG Oral Granules by Kyowa","Marketed Product","Standard","03/10/2019","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'carbamazepine'"">1"
"","35129709","OMOP4786972","1000 MG Carbamazepine 0.5 MG/MG Oral Granules [Tegretol]","Quant Branded Drug","Standard","03/10/2019","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'carbamazepine'"">1"
"","35828121","OMOP5040121","1000 MG valproate 0.2 MG/MG Oral Granules","Quant Clinical Drug","Standard","01/20/2021","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'valproate'"">1"
"","35828120","OMOP5040122","1000 MG valproate 0.2 MG/MG Oral Granules by Elmed Eisai","Marketed Product","Standard","01/20/2021","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'valproate'"">1"
"","35828119","OMOP5040123","1000 MG valproate 0.2 MG/MG Oral Granules [Depakene]","Quant Branded Drug","Standard","01/20/2021","12/30/2099","0","0","0","0","Drug","RxNorm Extension","$parents[1].showAncestorsModal(d.CONCEPT_ID), tooltip: 'valproate'"">1"
